pnom,plien,pdate,pboite,pdesc
Chief Data Officer,https://www.emploi.ci/offre-emploi-cote-ivoire/chief-data-officer-707464,25.01.2022,RED CIRCLE,Nous recherchons des profils et des CV de Chief Data Officers que nous enverrons à nos clients grands comptes pour leurs futurs besoins de... 
